Id,first name,last name,gender,Phone,mail_id,dob,attendance,study hours,maths assignment,maths viva,physics assignment,physics viva,che assignment,che viva,Parental Involvement,Failures,t1_m,t1_p,t1_c,t2_m,t2_p,t2_c,t3_m,t3_p,t3_c,t4_m,t4_p,t4_c,t5_m(calc),t5_p(calc),t5_c(calc)
24657,Ashley,Price,female,7681913126.0,Ashley_24657@gmail.com,2002-5-18,15.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,27.0,26.0,26.0,26.0,26.0,30.0,30.0,26.0,27.0,25.0,27.0,28.0,28.0,29.0,25.0
24658,Donald,Greene,male,6759226454.0,Donald_24658@gmail.com,2002-9-27,10.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,24.0,20.0,22.0,16.0,22.0,16.0,12.0,10.0,21.0,23.0,12.0,19.0,11.0,13.0,21.0
24659,Julie,Harrison,female,6837631600.0,Julie_24659@gmail.com,2004-4-4,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,3.0,10.0,2.0,6.0,3.0,6.0,9.0,3.0,9.0,1.0
24660,Robert,Benjamin,female,6814733540.0,Robert_24660@gmail.com,2004-5-24,95.0,7.0,9.0,10.0,9.0,9.0,9.0,10.0,2.0,0.0,114.0,115.0,119.0,118.0,113.0,110.0,113.0,117.0,112.0,114.0,112.0,120.0,110.0,118.0,115.0
24661,Ernest,Jenkins,male,8245736560.0,Ernest_24661@gmail.com,2004-5-5,94.0,4.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,0.0,106.0,105.0,108.0,109.0,105.0,110.0,107.0,108.0,109.0,108.0,105.0,106.0,106.0,106.0,110.0
24662,Katherine,Singleton,male,9013691430.0,Katherine_24662@gmail.com,2003-8-24,86.0,3.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,0.0,101.0,101.0,103.0,101.0,105.0,103.0,101.0,102.0,105.0,103.0,100.0,100.0,105.0,100.0,104.0
24663,Charles,Lindsey,female,6844877127.0,Charles_24663@gmail.com,2004-3-28,83.0,3.0,9.0,8.0,8.0,8.0,9.0,9.0,6.0,0.0,100.0,95.0,99.0,95.0,100.0,97.0,98.0,95.0,97.0,100.0,100.0,95.0,95.0,98.0,95.0
24664,Eric,Hanson,female,6935682386.0,Eric_24664@gmail.com,2003-8-14,77.0,1.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,0.0,91.0,92.0,95.0,94.0,92.0,91.0,93.0,90.0,93.0,92.0,92.0,92.0,95.0,93.0,94.0
24665,James,Marks,male,8433144370.0,James_24665@gmail.com,2002-6-8,72.0,4.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,0.0,86.0,85.0,87.0,87.0,89.0,88.0,87.0,90.0,90.0,85.0,87.0,86.0,86.0,90.0,90.0
24666,Frank,Rivas,male,7935514195.0,Frank_24666@gmail.com,2004-9-15,69.0,3.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,0.0,80.0,81.0,85.0,84.0,82.0,82.0,80.0,80.0,82.0,80.0,81.0,82.0,51.0,72.0,83.0
24667,Ashley,Montgomery,female,7405539043.0,Ashley_24667@gmail.com,2004-5-10,64.0,4.0,7.0,6.0,7.0,6.0,6.0,7.0,3.0,0.0,78.0,80.0,78.0,80.0,78.0,76.0,77.0,75.0,76.0,80.0,77.0,77.0,75.0,76.0,77.0
24668,Brittany,Jones,male,6980225133.0,Brittany_24668@gmail.com,2004-7-12,59.0,3.0,6.0,5.0,5.0,5.0,5.0,6.0,9.0,0.0,72.0,70.0,70.0,73.0,75.0,72.0,72.0,72.0,72.0,71.0,74.0,73.0,75.0,70.0,74.0
24669,Samantha,Johnson,male,6942024499.0,Samantha_24669@gmail.com,2004-12-13,50.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,0.0,67.0,65.0,65.0,67.0,66.0,67.0,66.0,68.0,69.0,67.0,70.0,65.0,70.0,66.0,66.0
24670,Kara,Williams,male,9140646316.0,Kara_24670@gmail.com,2002-8-5,47.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,0.0,63.0,62.0,62.0,64.0,62.0,65.0,62.0,60.0,63.0,64.0,64.0,64.0,61.0,65.0,61.0
24671,Sandra,Collier,male,7650340042.0,Sandra_24671@gmail.com,2002-1-18,41.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,0.0,58.0,60.0,55.0,58.0,58.0,57.0,55.0,58.0,59.0,57.0,57.0,60.0,57.0,58.0,58.0
24672,Jennifer,Jones,male,6586151972.0,Jennifer_24672@gmail.com,2003-5-28,38.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,10.0,0.0,53.0,54.0,52.0,55.0,53.0,52.0,52.0,52.0,55.0,51.0,53.0,53.0,54.0,51.0,53.0
24673,Mary,Jenkins,female,7688254600.0,Mary_24673@gmail.com,2002-1-1,34.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,48.0,50.0,50.0,48.0,49.0,48.0,50.0,50.0,47.0,47.0,45.0,49.0,49.0,47.0,47.0
24674,Sandra,Benson,male,7838873361.0,Sandra_24674@gmail.com,2004-10-15,30.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,41.0,40.0,43.0,42.0,43.0,45.0,41.0,43.0,41.0,45.0,45.0,42.0,41.0,41.0,44.0
24675,Chase,Ballard,female,7168462474.0,Chase_24675@gmail.com,2002-1-17,20.0,6.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,0.0,40.0,40.0,36.0,38.0,38.0,38.0,38.0,40.0,39.0,35.0,39.0,36.0,39.0,40.0,35.0
24676,Laura,Knight,male,8225116691.0,Laura_24676@gmail.com,2003-11-16,16.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,0.0,32.0,30.0,32.0,30.0,35.0,31.0,34.0,32.0,31.0,35.0,32.0,33.0,33.0,32.0,34.0
24677,Heather,Hansen,female,7638567569.0,Heather_24677@gmail.com,2004-2-13,14.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,27.0,25.0,25.0,27.0,28.0,30.0,30.0,27.0,29.0,25.0,27.0,25.0,27.0,26.0,27.0
24678,Nicole,Simpson,male,8318319812.0,Nicole_24678@gmail.com,2004-4-14,8.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,16.0,25.0,14.0,17.0,19.0,11.0,19.0,14.0,10.0,12.0,18.0,15.0,15.0,21.0,20.0
24679,Donald,Mcgee,male,7927305901.0,Donald_24679@gmail.com,2004-4-15,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,5.0,4.0,5.0,8.0,10.0,8.0,1.0,5.0,0.0,4.0,6.0,8.0,1.0,5.0,7.0
24680,Carly,Bradford,male,8414602608.0,Carly_24680@gmail.com,2002-4-8,97.0,3.0,10.0,9.0,10.0,9.0,9.0,10.0,6.0,0.0,111.0,118.0,117.0,110.0,115.0,118.0,118.0,119.0,114.0,112.0,118.0,115.0,114.0,120.0,117.0
24681,Jason,Jones,female,7762222231.0,Jason_24681@gmail.com,2004-1-19,91.0,0.0,10.0,10.0,10.0,10.0,10.0,9.0,3.0,0.0,109.0,108.0,108.0,106.0,108.0,108.0,107.0,110.0,110.0,105.0,105.0,106.0,110.0,106.0,110.0
24682,Catherine,Silva,male,7447918478.0,Catherine_24682@gmail.com,2002-12-25,87.0,0.0,9.0,9.0,8.0,9.0,8.0,8.0,1.0,0.0,100.0,101.0,101.0,102.0,100.0,104.0,105.0,100.0,104.0,103.0,103.0,103.0,105.0,104.0,105.0
24683,Michelle,Lawson,female,6519566846.0,Michelle_24683@gmail.com,2002-9-22,80.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,5.0,0.0,99.0,96.0,96.0,96.0,100.0,100.0,98.0,99.0,99.0,97.0,99.0,97.0,97.0,98.0,100.0
24684,Charles,Martinez,female,7491522360.0,Charles_24684@gmail.com,2004-8-22,78.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,2.0,0.0,92.0,93.0,94.0,92.0,94.0,93.0,90.0,95.0,93.0,94.0,91.0,95.0,93.0,94.0,94.0
24685,Wendy,Torres,male,7589645878.0,Wendy_24685@gmail.com,2003-4-12,75.0,6.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,0.0,89.0,88.0,86.0,88.0,90.0,86.0,86.0,88.0,86.0,86.0,88.0,85.0,86.0,85.0,90.0
24686,Amanda,Ayers,female,8877383448.0,Amanda_24686@gmail.com,2002-2-28,65.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,4.0,0.0,84.0,82.0,83.0,83.0,85.0,83.0,84.0,83.0,80.0,85.0,81.0,82.0,58.0,65.0,72.0
24687,Thomas,Hall,female,6916729303.0,Thomas_24687@gmail.com,2002-3-10,61.0,1.0,6.0,7.0,7.0,6.0,7.0,6.0,2.0,0.0,79.0,75.0,75.0,77.0,75.0,79.0,76.0,75.0,77.0,75.0,78.0,77.0,80.0,80.0,76.0
24688,Mary,Meza,female,6897249056.0,Mary_24688@gmail.com,2003-12-3,55.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,9.0,0.0,73.0,75.0,70.0,74.0,70.0,72.0,73.0,74.0,73.0,75.0,70.0,71.0,74.0,72.0,73.0
24689,Judith,Coleman,female,6548542138.0,Judith_24689@gmail.com,2002-10-20,52.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,69.0,69.0,69.0,70.0,67.0,67.0,70.0,65.0,69.0,65.0,70.0,66.0,68.0,69.0,67.0
24690,Matthew,Diaz,female,6871386623.0,Matthew_24690@gmail.com,2003-6-25,46.0,0.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,62.0,64.0,64.0,61.0,65.0,65.0,65.0,63.0,61.0,64.0,62.0,65.0,62.0,62.0,60.0
24691,Samantha,Dillon,male,9018196949.0,Samantha_24691@gmail.com,2003-8-7,40.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,10.0,0.0,55.0,55.0,56.0,55.0,57.0,57.0,56.0,56.0,58.0,59.0,56.0,59.0,57.0,57.0,55.0
24692,Jose,Juarez,male,8516861480.0,Jose_24692@gmail.com,2002-2-26,39.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,9.0,0.0,51.0,51.0,53.0,52.0,54.0,51.0,53.0,51.0,50.0,53.0,55.0,53.0,54.0,50.0,50.0
24693,Claudia,Lindsey,male,6437394406.0,Claudia_24693@gmail.com,2002-4-26,35.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,0.0,49.0,47.0,50.0,50.0,47.0,49.0,50.0,46.0,45.0,48.0,50.0,47.0,45.0,49.0,45.0
24694,Kathryn,Zimmerman,female,7178486004.0,Kathryn_24694@gmail.com,2004-12-1,26.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,43.0,45.0,41.0,40.0,43.0,41.0,41.0,43.0,45.0,40.0,42.0,45.0,41.0,45.0,44.0
24695,Kendra,Murphy,male,8134122443.0,Kendra_24695@gmail.com,2002-8-7,24.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,6.0,0.0,36.0,38.0,36.0,36.0,39.0,40.0,38.0,39.0,38.0,39.0,38.0,37.0,36.0,39.0,40.0
24696,Nicholas,Torres,female,8039842614.0,Nicholas_24696@gmail.com,2002-7-15,16.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,32.0,35.0,34.0,34.0,31.0,32.0,30.0,32.0,35.0,33.0,33.0,33.0,32.0,32.0,32.0
24697,Kristen,Ellis,male,6819166542.0,Kristen_24697@gmail.com,2003-5-8,10.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,9.0,0.0,28.0,26.0,29.0,25.0,27.0,27.0,26.0,25.0,30.0,26.0,27.0,27.0,25.0,29.0,26.0
24698,Laura,Crawford,male,8924708152.0,Laura_24698@gmail.com,2004-11-5,10.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,20.0,17.0,12.0,23.0,18.0,23.0,22.0,12.0,18.0,19.0,23.0,24.0,25.0,13.0,21.0
24699,Elizabeth,Nichols,male,6357581623.0,Elizabeth_24699@gmail.com,2002-12-24,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,3.0,10.0,1.0,7.0,3.0,10.0,10.0,0.0,3.0,0.0,0.0,10.0,6.0,2.0,10.0
24700,Carol,Daniels,female,7297280348.0,Carol_24700@gmail.com,2003-7-9,96.0,7.0,9.0,10.0,10.0,9.0,9.0,10.0,5.0,0.0,114.0,116.0,110.0,115.0,110.0,112.0,120.0,116.0,119.0,119.0,118.0,110.0,110.0,119.0,114.0
24701,Kristin,Short,female,9310014175.0,Kristin_24701@gmail.com,2003-3-20,93.0,0.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,0.0,110.0,110.0,108.0,110.0,105.0,107.0,108.0,108.0,109.0,107.0,110.0,109.0,105.0,105.0,107.0
24702,Tristan,Martin,male,6638285774.0,Tristan_24702@gmail.com,2004-5-3,89.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,0.0,100.0,102.0,103.0,100.0,102.0,101.0,103.0,103.0,105.0,105.0,100.0,100.0,103.0,104.0,105.0
24703,Michelle,Smith,male,7798784185.0,Michelle_24703@gmail.com,2004-4-23,83.0,1.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,0.0,99.0,98.0,96.0,100.0,96.0,96.0,97.0,98.0,95.0,100.0,100.0,100.0,95.0,98.0,98.0
24704,Judy,Porter,female,7703149997.0,Judy_24704@gmail.com,2004-7-13,77.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,2.0,0.0,93.0,92.0,95.0,91.0,95.0,94.0,93.0,92.0,95.0,90.0,92.0,95.0,90.0,90.0,90.0
24705,Pamela,Sanders,female,7725727735.0,Pamela_24705@gmail.com,2002-1-18,72.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,0.0,88.0,86.0,86.0,87.0,87.0,90.0,86.0,86.0,90.0,89.0,86.0,85.0,87.0,89.0,87.0
24706,Michael,Morrison,male,7284006615.0,Michael_24706@gmail.com,2003-1-18,65.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,9.0,0.0,82.0,81.0,82.0,83.0,85.0,85.0,80.0,84.0,80.0,80.0,84.0,81.0,53.0,71.0,81.0
24707,Kenneth,Pierce,male,7299129916.0,Kenneth_24707@gmail.com,2004-7-5,64.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,2.0,0.0,77.0,75.0,78.0,78.0,79.0,78.0,78.0,79.0,75.0,79.0,79.0,77.0,76.0,76.0,78.0
24708,Isabella,Munoz,female,7670229962.0,Isabella_24708@gmail.com,2003-1-14,59.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,0.0,74.0,75.0,74.0,71.0,75.0,70.0,75.0,74.0,74.0,75.0,70.0,75.0,73.0,72.0,72.0
24709,Timothy,Crawford,female,7960012772.0,Timothy_24709@gmail.com,2002-8-25,51.0,2.0,5.0,5.0,5.0,6.0,6.0,6.0,1.0,0.0,68.0,66.0,66.0,70.0,69.0,70.0,69.0,69.0,69.0,66.0,69.0,65.0,67.0,67.0,65.0
24710,Reginald,Acosta,female,6452544457.0,Reginald_24710@gmail.com,2003-10-7,49.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,8.0,0.0,63.0,65.0,63.0,64.0,65.0,63.0,60.0,61.0,60.0,62.0,60.0,60.0,64.0,65.0,61.0
24711,Stacy,Martin,female,6973399922.0,Stacy_24711@gmail.com,2004-7-20,42.0,8.0,5.0,5.0,5.0,4.0,5.0,4.0,10.0,0.0,58.0,57.0,56.0,57.0,57.0,58.0,60.0,55.0,57.0,60.0,58.0,58.0,57.0,57.0,57.0
24712,Anthony,Jensen,female,7322679185.0,Anthony_24712@gmail.com,2003-7-18,35.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,51.0,53.0,50.0,52.0,52.0,52.0,51.0,51.0,55.0,52.0,51.0,53.0,50.0,55.0,52.0
24713,James,Livingston,female,6562525109.0,James_24713@gmail.com,2002-5-9,30.0,8.0,3.0,4.0,3.0,3.0,3.0,3.0,10.0,0.0,48.0,45.0,49.0,45.0,49.0,45.0,46.0,47.0,45.0,49.0,47.0,50.0,49.0,50.0,49.0
24714,David,Perkins,female,6533276816.0,David_24714@gmail.com,2003-9-4,25.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,0.0,45.0,45.0,43.0,44.0,44.0,44.0,43.0,43.0,45.0,44.0,42.0,41.0,45.0,42.0,44.0
24715,Sarah,Curry,male,7640943551.0,Sarah_24715@gmail.com,2004-6-8,24.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,10.0,0.0,36.0,36.0,35.0,39.0,36.0,35.0,39.0,35.0,37.0,40.0,39.0,37.0,36.0,39.0,35.0
24716,Lori,Moreno,male,8247275525.0,Lori_24716@gmail.com,2004-11-14,15.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,35.0,35.0,34.0,32.0,31.0,34.0,35.0,33.0,32.0,34.0,30.0,31.0,33.0,31.0,34.0
24717,Jessica,Gray,male,9191742498.0,Jessica_24717@gmail.com,2003-4-11,14.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,25.0,27.0,26.0,29.0,26.0,30.0,27.0,26.0,28.0,25.0,30.0,27.0,28.0,29.0,28.0
24718,Christopher,White,female,9219238193.0,Christopher_24718@gmail.com,2002-5-18,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,25.0,15.0,23.0,19.0,24.0,13.0,13.0,20.0,22.0,12.0,25.0,12.0,22.0,11.0,15.0
24719,Jessica,Castillo,female,8970115366.0,Jessica_24719@gmail.com,2004-10-10,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,7.0,4.0,7.0,2.0,10.0,1.0,10.0,4.0,2.0,9.0,9.0,7.0,8.0,2.0,10.0
24720,Kathryn,Mann,female,7047861133.0,Kathryn_24720@gmail.com,2002-8-9,98.0,2.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,0.0,116.0,111.0,112.0,114.0,111.0,112.0,115.0,111.0,115.0,114.0,119.0,112.0,117.0,116.0,110.0
24721,Sharon,Ortiz,male,6606095204.0,Sharon_24721@gmail.com,2004-8-17,95.0,6.0,9.0,9.0,9.0,10.0,10.0,10.0,2.0,0.0,110.0,110.0,110.0,110.0,107.0,107.0,108.0,107.0,108.0,110.0,105.0,109.0,105.0,107.0,109.0
24722,Brent,Ruiz,male,8633237583.0,Brent_24722@gmail.com,2004-3-18,89.0,1.0,8.0,9.0,9.0,8.0,9.0,8.0,2.0,0.0,104.0,102.0,102.0,105.0,102.0,102.0,105.0,104.0,102.0,104.0,101.0,105.0,101.0,102.0,105.0
24723,James,Brown,female,6458197819.0,James_24723@gmail.com,2002-1-1,82.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,0.0,96.0,95.0,95.0,100.0,97.0,99.0,95.0,97.0,99.0,100.0,95.0,97.0,95.0,97.0,98.0
24724,Joshua,Young,female,7807873032.0,Joshua_24724@gmail.com,2002-5-17,79.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,10.0,0.0,95.0,95.0,95.0,95.0,92.0,92.0,91.0,90.0,91.0,93.0,95.0,90.0,91.0,94.0,92.0
24725,Connie,Cooley,male,8207743300.0,Connie_24725@gmail.com,2002-6-9,70.0,4.0,7.0,8.0,7.0,7.0,7.0,8.0,1.0,0.0,86.0,89.0,90.0,88.0,85.0,85.0,87.0,86.0,88.0,85.0,87.0,89.0,88.0,88.0,88.0
24726,Nicole,Weber,female,7398346940.0,Nicole_24726@gmail.com,2003-11-6,67.0,1.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,0.0,83.0,80.0,83.0,85.0,83.0,83.0,81.0,81.0,80.0,83.0,82.0,85.0,58.0,85.0,56.0
24727,Sarah,Hernandez,female,7918912383.0,Sarah_24727@gmail.com,2004-1-28,60.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,3.0,0.0,75.0,75.0,76.0,80.0,78.0,79.0,76.0,76.0,79.0,79.0,75.0,76.0,75.0,75.0,79.0
24728,Nicole,Murray,male,8295947984.0,Nicole_24728@gmail.com,2004-1-18,55.0,0.0,6.0,5.0,5.0,6.0,5.0,5.0,2.0,0.0,73.0,75.0,73.0,70.0,70.0,74.0,72.0,73.0,70.0,72.0,71.0,75.0,71.0,73.0,70.0
24729,Paul,Johnson,female,7130314703.0,Paul_24729@gmail.com,2004-1-26,55.0,3.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,0.0,68.0,65.0,65.0,66.0,66.0,67.0,67.0,65.0,67.0,68.0,69.0,70.0,69.0,68.0,65.0
24730,Victor,Williams,female,7430629520.0,Victor_24730@gmail.com,2004-1-27,49.0,8.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,0.0,65.0,61.0,65.0,63.0,61.0,64.0,63.0,63.0,61.0,64.0,63.0,60.0,65.0,63.0,64.0
24731,Ryan,Daniel,female,8831574729.0,Ryan_24731@gmail.com,2003-7-24,45.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,0.0,60.0,59.0,60.0,60.0,55.0,59.0,55.0,57.0,56.0,58.0,59.0,56.0,55.0,56.0,55.0
24732,Wayne,Calderon,male,7647824909.0,Wayne_24732@gmail.com,2002-8-10,35.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,54.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,54.0,51.0,50.0,53.0,50.0,55.0
24733,Nicole,Vazquez,male,7182719812.0,Nicole_24733@gmail.com,2004-2-3,34.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0.0,50.0,49.0,49.0,47.0,48.0,46.0,46.0,48.0,45.0,46.0,50.0,47.0,48.0,45.0,48.0
24734,Julia,Underwood,female,6897385406.0,Julia_24734@gmail.com,2003-6-11,29.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,0.0,44.0,42.0,41.0,40.0,40.0,41.0,43.0,42.0,40.0,44.0,40.0,41.0,44.0,42.0,44.0
24735,Claudia,Phelps,male,9040802795.0,Claudia_24735@gmail.com,2004-9-13,20.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,8.0,0.0,40.0,38.0,38.0,40.0,36.0,36.0,37.0,35.0,36.0,39.0,39.0,37.0,36.0,35.0,35.0
24736,Tiffany,Peters,female,9154880044.0,Tiffany_24736@gmail.com,2003-6-28,17.0,8.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,0.0,31.0,30.0,33.0,31.0,34.0,31.0,30.0,34.0,31.0,35.0,32.0,30.0,32.0,34.0,31.0
24737,Scott,Ellis,female,6608709569.0,Scott_24737@gmail.com,2004-3-11,15.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,29.0,25.0,30.0,30.0,30.0,25.0,29.0,30.0,30.0,26.0,25.0,29.0,28.0,28.0,26.0
24738,Sandra,Maldonado,male,9291281642.0,Sandra_24738@gmail.com,2004-11-15,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,25.0,19.0,14.0,13.0,15.0,19.0,13.0,18.0,12.0,13.0,25.0,10.0,22.0,25.0,24.0
24739,Gregory,Brown,male,8069812114.0,Gregory_24739@gmail.com,2004-7-14,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,3.0,5.0,0.0,0.0,9.0,2.0,6.0,7.0,9.0,8.0,4.0,4.0,4.0,5.0,3.0
24740,David,Clements,female,9285437568.0,David_24740@gmail.com,2002-9-1,98.0,6.0,9.0,10.0,10.0,10.0,9.0,10.0,1.0,0.0,112.0,111.0,114.0,119.0,115.0,117.0,113.0,113.0,119.0,112.0,120.0,119.0,117.0,111.0,112.0
24741,Sally,Robinson,male,7311193148.0,Sally_24741@gmail.com,2004-3-25,93.0,3.0,10.0,10.0,10.0,9.0,10.0,9.0,5.0,0.0,106.0,110.0,106.0,105.0,108.0,108.0,106.0,106.0,105.0,109.0,110.0,110.0,105.0,107.0,110.0
24742,Amy,Jones,female,6825844935.0,Amy_24742@gmail.com,2004-8-12,90.0,3.0,9.0,8.0,9.0,8.0,8.0,8.0,1.0,0.0,104.0,105.0,101.0,101.0,100.0,100.0,101.0,104.0,104.0,103.0,100.0,104.0,102.0,101.0,101.0
24743,Colin,Fletcher,male,7453203537.0,Colin_24743@gmail.com,2002-1-17,85.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,1.0,0.0,95.0,97.0,100.0,96.0,95.0,95.0,97.0,95.0,100.0,95.0,98.0,99.0,95.0,98.0,97.0
24744,David,Ramirez,male,9027155060.0,David_24744@gmail.com,2003-10-7,78.0,0.0,8.0,7.0,8.0,7.0,8.0,8.0,3.0,0.0,94.0,94.0,90.0,93.0,93.0,94.0,94.0,94.0,93.0,95.0,92.0,95.0,95.0,93.0,92.0
24745,Kevin,Lopez,male,7335811285.0,Kevin_24745@gmail.com,2002-5-20,75.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,0.0,87.0,87.0,87.0,87.0,85.0,89.0,90.0,89.0,88.0,89.0,88.0,86.0,86.0,87.0,90.0
24746,April,Johnson,male,8948455774.0,April_24746@gmail.com,2003-4-11,69.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,0.0,84.0,83.0,85.0,80.0,85.0,85.0,83.0,81.0,82.0,81.0,84.0,81.0,59.0,71.0,50.0
24747,Tara,Cunningham,female,7477692264.0,Tara_24747@gmail.com,2004-5-26,63.0,3.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,0.0,76.0,80.0,80.0,77.0,77.0,79.0,79.0,79.0,75.0,76.0,79.0,76.0,79.0,80.0,80.0
24748,Gary,Villanueva,male,6847695242.0,Gary_24748@gmail.com,2003-2-17,56.0,2.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,0.0,70.0,72.0,72.0,75.0,73.0,72.0,70.0,75.0,70.0,70.0,72.0,73.0,74.0,75.0,70.0
24749,Jeremy,Brown,female,8008936132.0,Jeremy_24749@gmail.com,2003-4-8,55.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,0.0,67.0,68.0,66.0,65.0,70.0,68.0,65.0,67.0,69.0,67.0,66.0,65.0,67.0,66.0,69.0
24750,Joseph,Rice,female,7237290023.0,Joseph_24750@gmail.com,2002-10-18,48.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,64.0,64.0,64.0,62.0,63.0,62.0,62.0,60.0,62.0,60.0,62.0,61.0,63.0,65.0,64.0
24751,John,May,male,6435897979.0,John_24751@gmail.com,2002-1-9,42.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,9.0,0.0,56.0,60.0,60.0,55.0,58.0,55.0,60.0,58.0,59.0,56.0,57.0,55.0,56.0,57.0,58.0
24752,Alexandra,Walker,female,8180278833.0,Alexandra_24752@gmail.com,2003-11-15,37.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,0.0,50.0,54.0,51.0,51.0,50.0,53.0,50.0,55.0,54.0,52.0,52.0,50.0,50.0,50.0,53.0
24753,Jacqueline,Spencer,male,7453095705.0,Jacqueline_24753@gmail.com,2004-2-21,32.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,0.0,50.0,49.0,48.0,46.0,45.0,49.0,49.0,45.0,46.0,47.0,47.0,48.0,45.0,45.0,47.0
